gallery_idx,album_label,nn_distance,album_image_count
288,407,0.96063,2
289,353,0.953786,5
290,19,0.943195,18
291,214,0.951789,3
292,36,0.967214,4
293,267,0.955154,2
294,553,0.954158,14
295,289,0.96416,24
296,34,0.95597,3
297,75,0.94395,2
298,133,0.954747,2
299,770,0.949641,9
300,365,0.959454,12
301,628,0.948167,13
302,772,0.957792,2
303,670,0.963349,4
304,850,0.943207,3
305,485,0.9511,5
306,256,0.940102,2
307,439,0.961317,2
308,646,0.948137,4
309,691,0.990897,2
310,626,0.990897,2
311,699,0.948433,3
312,342,0.947378,4
313,363,0.951962,20
314,185,0.952351,2
315,416,0.955771,3
316,732,0.952024,2
317,354,0.972396,15
318,144,0.962832,6
319,677,0.934271,6
320,221,0.96016,5
321,395,0.946976,2
322,795,0.935207,2
323,64,0.972396,3
324,366,0.973147,2
325,314,0.957278,5
326,793,0.964884,12
327,666,0.964929,4
328,429,0.964929,5
329,100,0.963153,2
330,336,0.95212,9
331,550,0.966058,4
332,437,0.956609,8
333,521,0.944726,5
334,612,0.946607,2
335,448,0.956667,5
336,495,0.937733,15
337,154,0.964814,3
338,849,0.964814,2
339,743,0.97173,3
340,160,0.937297,2
341,679,0.956667,8
342,456,0.953921,4
343,84,0.945521,5
344,321,0.941348,3
345,644,0.947493,2
346,423,0.954951,6
347,52,0.951404,30
348,207,0.950408,14
349,681,0.959999,5
350,661,0.940798,9
351,430,0.964021,2
352,777,0.948222,12
353,786,0.96545,7
354,833,0.955729,9
355,303,0.96545,2
356,591,0.972675,14
357,755,0.935559,7
358,804,0.95008,11
359,33,0.962278,3
360,714,0.950434,26
361,535,0.948528,17
362,598,0.95996,9
363,662,0.948447,2
364,443,0.948447,3
365,473,0.950908,2
366,397,0.932114,2
367,639,0.949209,3
368,515,0.927225,4
369,698,0.946251,3
370,769,0.916427,4
371,563,0.942608,2
372,528,0.94906,5
373,385,0.949989,2
374,58,0.974339,4
375,853,0.974339,2
376,413,0.948332,2
377,176,0.964178,27
378,750,0.956216,5
379,524,0.959344,3
380,414,0.957734,9
381,560,0.951649,2
382,532,0.957156,2
383,717,0.956847,2
384,281,0.985792,6
385,589,0.948946,23
386,261,0.930563,3
387,178,0.94801,32
388,693,0.964929,11
389,723,0.95119,26
390,821,0.958671,50
391,842,0.963349,31
392,836,0.942919,26
393,198,0.93193,20
394,204,0.958671,10
395,785,0.985792,5
396,20,0.967419,3
397,335,0.976952,2
398,80,0.976952,3
399,249,0.947979,2
400,622,0.968078,2
401,794,0.964543,2
402,803,0.962518,2
403,398,0.950157,7
404,251,0.95892,2
405,268,0.963737,3
406,817,0.963145,2
407,266,0.970493,4
408,721,0.954203,4
409,39,0.943207,2
410,431,0.968545,2
411,487,0.966515,3
412,322,0.961031,2
413,789,0.970493,2
414,840,0.95682,11
415,227,0.94826,3
416,631,0.935191,2
417,226,0.940799,2
418,279,0.919814,4
419,759,0.954991,3
420,469,0.934399,3
421,275,0.974064,2
422,334,0.956696,2
423,700,0.93464,2
