gallery_idx,album_label,nn_distance,album_image_count
435,81,0.486201,39
436,725,0.638164,2
437,672,0.653585,18
438,187,0.502029,35
439,372,0.688374,2
440,375,0.62893,2
441,566,0.475216,35
442,145,0.472131,2
443,92,0.630148,4
444,253,0.543632,3
445,547,0.625213,2
446,340,0.585497,8
447,709,0.506787,4
448,246,0.720473,5
449,15,0.524074,12
450,642,0.52641,30
451,137,0.635031,2
452,727,0.52782,2
453,736,0.645055,2
454,24,0.686955,13
455,682,0.444519,6
456,283,0.615933,3
457,744,0.566288,3
458,492,0.566957,2
459,427,0.684076,2
460,588,0.625106,2
461,471,0.505273,19
462,391,0.661784,2
463,89,0.558348,6
464,673,0.521273,3
465,297,0.54,4
466,635,0.572044,3
467,96,0.576678,2
468,418,0.708546,2
469,484,0.557886,2
470,733,0.68355,2
471,753,0.514492,2
472,358,0.68752,3
473,121,0.725669,7
474,343,0.580506,2
475,461,0.642666,2
476,299,0.580506,2
477,140,0.706023,2
478,581,0.725669,2
479,583,0.586312,2
480,126,0.708546,2
481,460,0.744494,2
482,294,0.673816,4
483,381,0.56519,19
484,663,0.517344,6
485,12,0.660462,14
486,70,0.395834,3
487,787,0.911968,34
488,648,0.911968,2
489,468,0.556331,15
490,848,0.714224,2
491,614,0.724215,4
492,290,0.732673,4
493,690,0.531521,2
494,808,0.6755,19
495,544,0.874485,14
496,150,0.398958,4
497,498,0.598161,2
498,0,0.601781,3
499,211,0.512137,15
500,539,0.366463,26
501,132,0.439336,19
502,823,0.468623,4
503,42,0.563103,8
504,773,0.999669,3
505,615,0.703571,5
506,269,0.999669,2
507,378,0.567211,2
508,61,0.289005,3
509,116,0.522462,3
510,606,0.710788,7
511,156,0.411959,5
512,382,0.585267,2
513,824,0.375866,2
514,5,0.634501,2
515,742,0.51534,2
516,45,0.637936,6
517,765,0.634169,3
518,506,0.304267,12
519,94,0.64203,14
520,208,0.399054,10
521,586,0.360663,2
522,245,0.265274,13
523,464,0.783199,8
524,157,0.743363,2
525,203,0.507043,4
526,346,0.530945,4
527,643,0.610897,18
528,796,0.657816,2
529,330,0.461225,2
530,312,0.7233,2
531,119,0.711205,2
532,767,0.620892,26
533,482,0.64758,4
534,676,0.515759,6
535,180,0.926968,2
536,512,0.926968,4
537,55,0.543157,9
538,113,0.846888,10
539,401,0.552627,5
540,811,0.603063,4
541,425,0.48056,9
542,200,0.728694,3
543,85,0.68561,2
544,224,0.61119,2
545,632,0.846888,2
546,54,0.650772,2
547,77,0.672808,2
548,383,0.641659,13
549,728,1.000031,38
550,10,0.502167,9
551,153,0.653585,2
552,519,0.400873,2
553,749,0.568355,2
554,350,0.699408,4
555,104,0.64527,3
556,790,0.48075,24
557,259,0.587507,3
558,835,0.42776,35
559,572,1.000031,2
560,822,0.568913,2
561,458,0.637262,2
562,466,0.45321,31
563,347,0.421121,4
564,400,0.579939,9
565,543,0.688877,3
566,369,0.725686,2
567,459,0.62462,3
568,845,0.42358,8
569,76,0.740778,3
570,608,0.574047,29
571,345,0.651068,2
572,149,0.594648,3
573,579,0.517066,17
574,502,0.445515,5
575,659,0.62462,25
576,114,0.526255,2
577,29,0.541851,33
578,258,0.639517,18
579,396,0.650856,2
580,110,0.72207,2
581,265,0.538671,3
582,445,0.639455,9
583,578,0.50095,6
584,166,0.395566,17
585,4,0.492289,2
586,370,0.659031,14
587,536,0.659031,2
588,843,0.931077,3
589,730,0.931077,20
590,2,0.450014,21
591,50,0.516817,2
592,505,0.522703,4
593,741,0.42736,2
594,551,0.613822,7
595,500,0.647518,3
596,467,0.328114,6
597,718,0.776598,3
598,558,0.730451,3
599,525,0.484932,2
600,585,0.866916,8
601,511,0.866916,7
602,554,0.493537,9
603,564,0.776598,2
604,243,0.546311,3
605,766,0.674876,2
606,633,0.521354,2
607,577,0.674269,2
608,175,0.395938,2
609,296,0.480825,3
610,779,0.476057,2
611,654,0.711017,2
612,333,0.343351,10
613,292,0.563351,2
614,161,0.433212,2
615,509,0.327027,2
616,318,0.411298,2
617,561,0.451424,2
618,815,0.547775,2
619,444,0.584782,5
620,837,0.602074,4
621,56,0.672438,2
622,218,0.536497,14
623,242,0.551398,2
624,800,0.50412,4
625,325,0.548369,6
626,373,0.47578,2
627,538,0.620418,16
628,764,0.323761,6
629,138,0.468323,6
630,810,0.662949,4
631,210,0.378071,6
632,457,0.556266,2
633,230,0.81393,2
634,62,0.485135,4
635,364,0.672808,2
636,184,0.452627,2
637,263,0.547805,2
638,328,0.743621,2
639,237,0.558135,2
640,658,0.508234,38
641,196,0.613143,9
642,362,0.656886,4
643,287,0.660281,5
644,798,0.346426,14
645,573,0.404145,14
646,28,0.38028,2
647,428,0.462075,4
648,255,0.364832,2
649,164,0.508234,2
650,44,0.487929,11
651,687,0.585497,8
652,402,0.478997,4
653,761,0.246357,16
654,63,0.421121,3
655,624,0.573892,4
656,65,0.596895,2
657,359,0.612925,2
658,209,0.487271,5
659,240,0.506562,12
660,40,0.526455,2
661,47,0.570617,6
662,107,0.440403,9
663,98,0.415345,3
664,51,0.778999,4
665,83,0.420032,6
666,16,0.499564,4
667,630,0.634169,5
668,234,0.645229,7
669,695,0.710734,4
670,854,0.512386,5
671,601,0.502029,7
672,647,0.438105,2
673,775,0.406532,12
674,788,0.527478,7
675,774,0.868437,17
676,656,0.674356,11
677,291,0.584569,2
678,706,0.704361,2
679,599,0.786471,2
680,478,0.622062,2
681,514,0.881941,3
682,675,0.51056,3
683,545,0.284004,2
684,405,0.677387,4
685,320,0.54,3
686,602,0.555574,11
687,295,0.651079,3
688,179,0.489113,2
689,143,0.469699,2
690,331,0.596816,2
691,26,0.603419,2
692,751,0.626855,2
693,638,0.48582,3
694,235,0.397687,4
695,141,0.688315,6
696,629,0.592157,4
697,32,0.294993,6
698,557,0.567211,5
699,360,0.456303,6
700,740,0.579736,2
701,74,0.476602,35
702,745,0.646197,2
703,483,0.469584,2
704,324,0.422387,13
705,477,0.674876,17
706,72,0.493123,7
707,604,0.499451,2
708,762,0.406532,9
709,419,0.732486,2
710,408,0.298547,8
711,781,0.438488,8
712,194,0.710734,2
713,293,0.526397,5
714,3,0.396513,16
715,392,0.586102,30
716,136,0.684869,22
717,14,0.465079,2
718,650,0.616319,8
719,683,0.81269,28
720,8,0.743621,43
721,213,0.298909,2
722,379,0.728536,2
723,488,0.512656,3
724,832,0.541861,2
725,838,0.74661,20
726,319,0.50077,13
727,183,0.504234,2
728,814,0.671053,2
729,754,0.898271,17
730,341,0.563821,2
731,569,0.551398,4
732,562,0.646197,4
733,705,0.534889,3
734,782,0.740778,5
735,95,0.567663,9
736,737,0.460708,2
737,491,0.563487,2
738,729,0.505499,3
739,231,0.618742,8
740,713,0.523497,2
741,452,0.540375,9
742,819,0.567772,11
743,88,0.512784,8
744,332,0.389922,4
745,307,0.438488,5
746,797,0.560754,4
747,262,0.594605,3
748,556,0.58135,2
749,610,0.594956,2
750,31,0.488322,4
751,568,0.81269,4
752,120,0.710587,25
753,349,0.801148,2
754,574,0.672438,13
755,701,0.731273,29
756,839,0.636383,4
757,388,0.44431,10
758,758,0.445533,6
759,18,0.549422,3
760,692,0.636478,14
761,380,0.647611,2
762,802,0.332403,26
763,493,0.48836,3
764,552,0.2688,2
765,282,0.74595,4
766,1,0.566142,4
767,432,0.382686,2
768,704,0.426154,3
769,771,0.586102,2
770,238,0.616483,2
771,27,0.699252,3
772,302,0.756312,2
773,688,0.456094,2
774,361,0.683642,2
775,818,0.717506,2
776,685,0.390977,4
777,587,0.676478,2
778,168,0.617904,2
779,406,0.462864,9
780,760,0.716064,2
781,23,0.667355,2
782,834,0.374296,2
783,596,0.349338,8
784,499,0.62798,2
785,450,0.502152,15
786,163,0.707283,12
787,529,0.710305,2
788,595,0.592502,3
789,25,0.487228,2
790,801,0.471402,12
791,757,0.365212,10
792,846,0.579736,3
793,215,0.357406,2
794,241,0.592138,3
795,130,0.477161,3
796,541,0.439611,2
797,257,0.580584,5
798,170,0.659974,2
799,686,0.569008,3
800,454,0.536027,2
801,792,0.495901,2
802,433,0.649981,2
803,177,0.468086,2
804,309,0.58102,3
805,220,0.573414,2
806,186,0.485401,2
807,276,0.691103,2
808,653,0.586192,2
809,313,0.622062,19
810,820,0.731103,9
811,13,0.590558,4
812,623,0.553695,3
813,640,0.151921,15
814,105,0.679004,2
